0.996078,0.0745098,0.501961,0.180392,0.603922,0.658824,0.519126,0.72619,0.658824,0.625,0.481046,0.570094,0.419608
0.776471,0.890196,0.698039,0.00784314,0.784314,0.847059,0.512461,0.990741,0.847059,0.985646,0.546405,0.981651,0.427451
0.2,0.0941176,0.952941,0.0117647,0.580392,0.74902,0.538121,0.984293,0.74902,0.973684,0.447059,0.969072,0.380392
0.305882,0.0509804,0.384314,0.0431373,0.580392,0.65098,0.519355,0.933735,0.65098,0.898462,0.424837,0.875706,0.347059
0.980392,0.231373,0.113725,0.207843,0.619608,0.607843,0.495238,0.664557,0.619608,0.565574,0.478431,0.49763,0.413725
0.027451,0.909804,0.698039,0.00784314,0.666667,0.756863,0.52007,0.989637,0.756863,0.983562,0.477124,0.979487,0.382353
0.898039,0.290196,0.909804,0.0666667,0.615686,0.752941,0.533333,0.911458,0.752941,0.860656,0.478431,0.837321,0.409804
0.101961,0.258824,0.101961,0.0313726,0.6,0.603922,0.501142,0.948052,0.603922,0.92381,0.411765,0.901235,0.317647
0.815686,0.239216,0.141176,0.172549,0.615686,0.615686,0.5,0.719745,0.615686,0.631285,0.467974,0.562189,0.394118
0.0156863,0.117647,0.956863,0.0117647,0.580392,0.74902,0.538121,0.984293,0.74902,0.973684,0.447059,0.969072,0.380392
0.8,0.0313726,0.792157,0.0862745,0.580392,0.709804,0.534591,0.878453,0.709804,0.811966,0.458824,0.783251,0.398039
0.192157,0.615686,0.227451,0.0117647,0.658824,0.654902,0.49899,0.982143,0.658824,0.973373,0.44183,0.964912,0.335294
0.686275,0.843137,0.721569,0.00392157,0.737255,0.780392,0.509259,0.994975,0.780392,0.992268,0.50719,0.99,0.392157
0.431373,0.862745,0.894118,0.0117647,0.709804,0.764706,0.512153,0.984615,0.764706,0.976253,0.495425,0.969697,0.388235
0.490196,0.854902,0.960784,0.00392157,0.709804,0.8,0.518883,0.995098,0.8,0.992228,0.504575,0.990244,0.401961
0.815686,0.592157,0.435294,0.113725,0.666667,0.694118,0.507883,0.836158,0.694118,0.768617,0.491503,0.718447,0.403922
0.541176,0.603922,0.227451,0.054902,0.686275,0.666667,0.494824,0.92,0.686275,0.883008,0.469281,0.851852,0.370588
0.772549,0.0235294,0.537255,0.0980392,0.584314,0.658824,0.522145,0.85119,0.658824,0.780702,0.447059,0.740933,0.378431
0.180392,0.431373,0.137255,0.0313726,0.631373,0.631373,0.5,0.950311,0.631373,0.927273,0.431373,0.905325,0.331373
0.427451,0.843137,0.537255,0.0117647,0.705882,0.713726,0.501862,0.983516,0.713726,0.975342,0.477124,0.967568,0.362745
0.94902,0.509804,0.847059,0.0745098,0.65098,0.764706,0.527462,0.902564,0.764706,0.85,0.496732,0.82243,0.419608
0.329412,0.968627,0.772549,0.0156863,0.701961,0.764706,0.513962,0.979487,0.764706,0.968254,0.494118,0.959799,0.390196
0.941176,0.207843,0.886275,0.0745098,0.6,0.72549,0.532129,0.897297,0.72549,0.840336,0.466667,0.813726,0.4
0.298039,0.262745,0.890196,0.0156863,0.6,0.74902,0.533868,0.979058,0.74902,0.965517,0.454902,0.958974,0.382353
0.34902,0.427451,0.117647,0.0431373,0.635294,0.627451,0.497792,0.932099,0.635294,0.900901,0.435294,0.872832,0.339216
0.705882,0.964706,0.886275,0.0117647,0.752941,0.811765,0.512255,0.985507,0.811765,0.977612,0.52549,0.971429,0.411765
0.458824,0.14902,0.360784,0.0784314,0.588235,0.639216,0.515152,0.877301,0.639216,0.81982,0.435294,0.781421,0.358824
0.129412,0.141176,0.243137,0.0352941,0.588235,0.631373,0.512061,0.944099,0.631373,0.915625,0.418301,0.894118,0.333333
0.976471,0.537255,0.662745,0.0509804,0.666667,0.745098,0.518832,0.931579,0.745098,0.895442,0.487582,0.871921,0.398039
0.345098,0.980392,0.752941,0.0117647,0.72549,0.752941,0.506173,0.984375,0.752941,0.976316,0.496732,0.969231,0.382353
0.952941,0.831373,0.917647,0.00784314,0.780392,0.85098,0.513954,0.990783,0.85098,0.985646,0.546405,0.981735,0.429412
0.760784,0.45098,0.980392,0.00784314,0.623529,0.760784,0.530382,0.989691,0.760784,0.983099,0.464052,0.979592,0.384314
0.513726,0.027451,0.482353,0.0745098,0.584314,0.654902,0.52027,0.886228,0.654902,0.829851,0.437909,0.795699,0.364706
0.827451,0.290196,0.298039,0.129412,0.611765,0.631373,0.50651,0.795031,0.631373,0.717143,0.457516,0.659794,0.380392
0.231373,0.388235,0.305882,0.0156863,0.615686,0.647059,0.508282,0.975758,0.647059,0.96319,0.426144,0.952663,0.331373
0.831373,0.27451,0.541176,0.12549,0.619608,0.67451,0.516667,0.813954,0.67451,0.734807,0.473203,0.686275,0.4
0.27451,0.215686,0.0117647,0.0627451,0.6,0.596078,0.498783,0.895425,0.6,0.850467,0.419608,0.810651,0.331373
