0.568627,0.533333,0.137255,0.0117647,0.439216,0.866667,0.583333,0.986425,0.866667,0.973214,0.439216,0.973214,0.439216,0.00784314,0.34902,0.839216
0.317647,0.588235,0.168627,0.00784314,0.411765,0.858824,0.587558,0.990868,0.858824,0.981595,0.426144,0.9819,0.433333,0.0117647,0.352941,0.839216
0.988235,0.988235,0.431373,0.00784314,0.564706,0.898039,0.562408,0.991266,0.898039,0.984,0.490196,0.982684,0.452941,0.0117647,0.352941,0.839216
0.494118,0.231373,0.709804,0.0156863,0.419608,0.866667,0.587558,0.9819,0.866667,0.963855,0.433987,0.964444,0.441176,0.0117647,0.360784,0.847059
0.00392157,0.72549,0.196078,0.0156863,0.45098,0.87451,0.582192,0.982063,0.87451,0.964912,0.447059,0.964758,0.445098,0.0117647,0.352941,0.839216
0.878431,0.282353,0.247059,0.00784314,0.376471,0.85098,0.593798,0.990783,0.85098,0.980952,0.411765,0.981735,0.429412,0.0156863,0.356863,0.847059
0.494118,0.0627451,0.517647,0.0196078,0.380392,0.854902,0.594679,0.977064,0.854902,0.953125,0.418301,0.955157,0.437255,0.00392157,0.352941,0.839216
0.0941176,0.92549,0.890196,0.00392157,0.509804,0.878431,0.570254,0.995536,0.878431,0.991549,0.464052,0.991111,0.441176,0.00784314,0.356863,0.843137
0.505882,0.690196,0.572549,0.0156863,0.498039,0.878431,0.573485,0.982143,0.878431,0.966197,0.464052,0.964912,0.447059,0.0117647,0.352941,0.843137
0.835294,0.443137,0.317647,0.0117647,0.407843,0.862745,0.589094,0.986364,0.862745,0.972477,0.427451,0.973094,0.437255,0.00784314,0.34902,0.839216
0.184314,0.584314,0.654902,0.0196078,0.454902,0.878431,0.582192,0.977679,0.878431,0.956522,0.45098,0.956332,0.44902,0.00392157,0.352941,0.839216
0.0235294,0.298039,0.298039,0.0156863,0.376471,0.85098,0.594679,0.981567,0.85098,0.962145,0.414379,0.963801,0.433333,0.0196078,0.34902,0.843137
0.694118,0.392157,0.678431,0.0156863,0.427451,0.866667,0.586021,0.9819,0.866667,0.964072,0.436601,0.964444,0.441176,0.0117647,0.345098,0.839216
0.278431,0.054902,0.447059,0.0156863,0.372549,0.858824,0.596124,0.981735,0.858824,0.962264,0.415686,0.964126,0.437255,0.0117647,0.352941,0.839216
0.027451,0.960784,0.0666667,0.0117647,0.494118,0.878431,0.573906,0.986607,0.878431,0.974504,0.461438,0.973568,0.445098,0.0196078,0.34902,0.843137
0.52549,0.54902,0.745098,0.00784314,0.470588,0.870588,0.577273,0.990991,0.870588,0.982558,0.449673,0.982143,0.439216,0.0117647,0.352941,0.843137
0.2,0.462745,0.807843,0.00784314,0.435294,0.862745,0.583333,0.990909,0.862745,0.981982,0.435294,0.981982,0.435294,0.0156863,0.345098,0.839216
0.0313726,0.788235,0.933333,0.0196078,0.482353,0.882353,0.577273,0.977778,0.882353,0.957507,0.461438,0.956522,0.45098,0.0117647,0.352941,0.843137
0.976471,0.996078,0.980392,0.0117647,0.647059,0.909804,0.548763,0.987069,0.909804,0.9775,0.522876,0.974468,0.460784,0.0117647,0.352941,0.843137
0.694118,0.890196,0.980392,0.00784314,0.564706,0.898039,0.562408,0.991266,0.898039,0.984,0.490196,0.982684,0.452941,0.00392157,0.352941,0.839216
0.894118,0.207843,0.556863,0.0196078,0.380392,0.854902,0.594679,0.977064,0.854902,0.953125,0.418301,0.955157,0.437255,0.00784314,0.34902,0.839216
0.568627,0.223529,0.784314,0.0117647,0.415686,0.862745,0.587558,0.986364,0.862745,0.972644,0.430065,0.973094,0.437255,0.0117647,0.360784,0.847059
0.494118,0.129412,0.917647,0.0117647,0.415686,0.862745,0.587558,0.986364,0.862745,0.972644,0.430065,0.973094,0.437255,0.00784314,0.34902,0.835294
0.756863,0.0196078,0.94902,0.0117647,0.415686,0.862745,0.587558,0.986364,0.862745,0.972644,0.430065,0.973094,0.437255,0.0156863,0.356863,0.847059
0.521569,0.862745,0.447059,0.0156863,0.509804,0.886275,0.572072,0.982301,0.886275,0.966667,0.470588,0.965217,0.45098,0.0156863,0.356863,0.843137
0.309804,0.901961,0.792157,0.00784314,0.513726,0.882353,0.570254,0.991111,0.882353,0.98324,0.467974,0.982379,0.445098,0.0117647,0.352941,0.843137
0.235294,0.486275,0.407843,0.0117647,0.427451,0.866667,0.585627,0.986425,0.866667,0.972973,0.435294,0.973214,0.439216,0.0117647,0.345098,0.835294
0.0862745,0.0941176,0.615686,0.0156863,0.384314,0.858824,0.593798,0.981735,0.858824,0.962617,0.419608,0.964126,0.437255,0.00784314,0.34902,0.839216
0.2,0.388235,0.054902,0.0156863,0.396078,0.858824,0.591473,0.981735,0.858824,0.962963,0.423529,0.964126,0.437255,0.0117647,0.352941,0.843137
0.419608,0.811765,0.698039,0.00784314,0.501961,0.878431,0.572072,0.991071,0.878431,0.983051,0.462745,0.982301,0.443137,0.00392157,0.345098,0.831373
0.537255,0.670588,0.615686,0.0117647,0.494118,0.878431,0.573906,0.986607,0.878431,0.974504,0.461438,0.973568,0.445098,0.00784314,0.34902,0.839216
0.6,0.941176,0.443137,0.0117647,0.521569,0.882353,0.569069,0.986667,0.882353,0.975069,0.471895,0.973684,0.447059,0.0156863,0.356863,0.847059
0.352941,0.701961,0.698039,0.0117647,0.486275,0.870588,0.574581,0.986486,0.870588,0.974212,0.456209,0.973333,0.441176,0.00392157,0.345098,0.835294
0.494118,0.827451,0.65098,0.0156863,0.478431,0.878431,0.577273,0.982143,0.878431,0.965714,0.457516,0.964912,0.447059,0.00784314,0.34902,0.839216
0.937255,0.85098,0.439216,0.0156863,0.545098,0.894118,0.56622,0.982456,0.894118,0.967655,0.484967,0.965517,0.454902,0.0117647,0.352941,0.839216
0.0666667,0.643137,0.917647,0.0156863,0.478431,0.878431,0.577273,0.982143,0.878431,0.965714,0.457516,0.964912,0.447059,0.0117647,0.360784,0.847059
0.156863,0.666667,0.419608,0.0117647,0.447059,0.870588,0.582192,0.986486,0.870588,0.973451,0.443137,0.973333,0.441176,0.0117647,0.352941,0.839216
0.227451,0.156863,0.494118,0.0117647,0.384314,0.858824,0.593364,0.986301,0.858824,0.971875,0.418301,0.972973,0.435294,0.0117647,0.352941,0.839216
0.294118,0.0627451,0.117647,0.0156863,0.364706,0.854902,0.597352,0.981651,0.854902,0.961905,0.411765,0.963964,0.435294,0.0196078,0.360784,0.847059
0.988235,0.188235,0.196078,0.0156863,0.372549,0.858824,0.596124,0.981735,0.858824,0.962264,0.415686,0.964126,0.437255,0.00784314,0.34902,0.839216
0.0117647,0.27451,0.403922,0.00784314,0.384314,0.858824,0.592934,0.990868,0.858824,0.981191,0.416993,0.9819,0.433333,0.0156863,0.364706,0.85098
0.870588,0.807843,0.533333,0.0196078,0.54902,0.890196,0.565315,0.977974,0.890196,0.959677,0.486275,0.956897,0.454902,0.0117647,0.352941,0.839216
0.858824,0.772549,0.454902,0.0117647,0.529412,0.890196,0.568452,0.986784,0.890196,0.975342,0.477124,0.973913,0.45098,0.00784314,0.34902,0.839216
0.670588,0.345098,0.219608,0.0156863,0.392157,0.866667,0.592934,0.9819,0.866667,0.963077,0.424837,0.964444,0.441176,0.00392157,0.352941,0.843137
0.0862745,0.74902,0.0627451,0.0156863,0.45098,0.87451,0.582192,0.982063,0.87451,0.964912,0.447059,0.964758,0.445098,0.00784314,0.356863,0.843137
0.709804,0.227451,0.890196,0.0117647,0.415686,0.862745,0.587558,0.986364,0.862745,0.972644,0.430065,0.973094,0.437255,0.0196078,0.360784,0.85098
0.729412,0.588235,0.0745098,0.00784314,0.443137,0.866667,0.582192,0.99095,0.866667,0.982143,0.439216,0.982063,0.437255,0.0117647,0.360784,0.847059
0.0784314,0.466667,0.976471,0.00392157,0.447059,0.870588,0.581448,0.995495,0.870588,0.991098,0.440523,0.991031,0.437255,0.00392157,0.352941,0.839216
0.0156863,0.596078,0.329412,0.0156863,0.423529,0.862745,0.58642,0.981818,0.862745,0.963855,0.433987,0.964286,0.439216,0.0117647,0.352941,0.843137
0.27451,0.486275,0.533333,0.0117647,0.427451,0.866667,0.585627,0.986425,0.866667,0.972973,0.435294,0.973214,0.439216,0.00784314,0.34902,0.839216
0.105882,0.258824,0.921569,0.0117647,0.427451,0.866667,0.585627,0.986425,0.866667,0.972973,0.435294,0.973214,0.439216,0.00784314,0.34902,0.835294
0.027451,0.321569,0.705882,0.00392157,0.407843,0.862745,0.58828,0.995455,0.862745,0.990769,0.424837,0.99095,0.433333,0.00784314,0.34902,0.839216
0.247059,0.309804,0.52549,0.0156863,0.411765,0.866667,0.589094,0.9819,0.866667,0.963636,0.431373,0.964444,0.441176,0.0117647,0.352941,0.843137
0.0196078,0.262745,0.607843,0.0156863,0.4,0.862745,0.591049,0.981818,0.862745,0.96319,0.426144,0.964286,0.439216,0.0156863,0.34902,0.839216
