0.8,0.219608,0.329412
0.803922,0.223529,0.333333
0.803922,0.223529,0.337255
0.792157,0.215686,0.313726
0.803922,0.223529,0.337255
0.8,0.219608,0.329412
0.8,0.219608,0.317647
0.8,0.219608,0.329412
0.796078,0.219608,0.317647
0.796078,0.219608,0.317647
0.792157,0.211765,0.321569
0.803922,0.227451,0.32549
0.8,0.223529,0.321569
0.796078,0.219608,0.317647
0.796078,0.219608,0.317647
0.792157,0.211765,0.321569
0.803922,0.227451,0.321569
0.803922,0.215686,0.32549
0.796078,0.215686,0.32549
0.792157,0.211765,0.317647
0.803922,0.227451,0.317647
0.780392,0.203922,0.309804
0.811765,0.235294,0.333333
0.8,0.223529,0.321569
0.792157,0.215686,0.321569
0.807843,0.231373,0.329412
0.788235,0.211765,0.309804
0.796078,0.219608,0.329412
0.796078,0.215686,0.32549
0.792157,0.215686,0.313726
0.8,0.219608,0.337255
0.803922,0.227451,0.32549
0.788235,0.211765,0.309804
0.803922,0.223529,0.341176
0.792157,0.211765,0.321569
0.803922,0.223529,0.333333
0.796078,0.215686,0.32549
0.8,0.223529,0.321569
0.784314,0.207843,0.305882
0.788235,0.207843,0.317647
0.8,0.219608,0.337255
0.796078,0.219608,0.317647
0.807843,0.231373,0.329412
0.8,0.223529,0.321569
0.796078,0.227451,0.32549
0.803922,0.227451,0.321569
0.8,0.223529,0.321569
0.8,0.219608,0.329412
0.8,0.223529,0.317647
0.784314,0.215686,0.313726
0.807843,0.223529,0.321569
0.792157,0.211765,0.321569
0.803922,0.227451,0.32549
0.8,0.219608,0.337255
0.784314,0.211765,0.313726
0.796078,0.215686,0.32549
0.788235,0.211765,0.305882
0.807843,0.231373,0.329412
0.784314,0.203922,0.321569
0.803922,0.227451,0.321569
0.796078,0.215686,0.321569
0.803922,0.227451,0.313726
0.807843,0.227451,0.337255
0.792157,0.215686,0.309804
0.8,0.219608,0.329412
0.784314,0.203922,0.313726
0.8,0.219608,0.329412
0.796078,0.219608,0.317647
0.796078,0.219608,0.313726
0.803922,0.227451,0.321569
0.803922,0.227451,0.329412
0.8,0.223529,0.317647
0.792157,0.211765,0.313726
0.807843,0.227451,0.333333
0.796078,0.215686,0.321569
0.803922,0.223529,0.333333
0.796078,0.215686,0.32549
0.792157,0.215686,0.309804
0.8,0.219608,0.32549
0.788235,0.211765,0.313726
0.796078,0.215686,0.32549
0.784314,0.207843,0.305882
0.784314,0.203922,0.313726
0.803922,0.227451,0.329412
0.792157,0.215686,0.313726
0.792157,0.215686,0.317647
0.796078,0.219608,0.317647
0.807843,0.227451,0.345098
0.796078,0.215686,0.333333
0.792157,0.215686,0.309804
0.8,0.219608,0.329412
0.8,0.219608,0.317647
0.815686,0.235294,0.345098
0.8,0.223529,0.317647
0.803922,0.227451,0.32549
0.788235,0.211765,0.309804
0.8,0.223529,0.321569
0.796078,0.215686,0.32549
0.8,0.215686,0.313726
0.796078,0.223529,0.333333
0.792157,0.215686,0.313726
0.803922,0.223529,0.341176
0.8,0.211765,0.32549
0.8,0.223529,0.321569
0.803922,0.227451,0.32549
0.792157,0.215686,0.313726
0.796078,0.219608,0.317647
0.8,0.227451,0.317647
0.796078,0.227451,0.309804
0.8,0.223529,0.317647
0.8,0.223529,0.317647
0.792157,0.219608,0.301961
0.792157,0.215686,0.313726
0.792157,0.215686,0.313726
0.796078,0.219608,0.317647
0.8,0.219608,0.329412
0.8,0.223529,0.321569
0.803922,0.223529,0.333333
0.796078,0.219608,0.317647
0.792157,0.211765,0.313726
0.784314,0.207843,0.301961
0.796078,0.219608,0.317647
0.803922,0.227451,0.32549
0.796078,0.215686,0.32549
0.796078,0.215686,0.32549
0.796078,0.219608,0.317647
0.803922,0.227451,0.321569
0.788235,0.223529,0.305882
0.803922,0.215686,0.32549
0.8,0.227451,0.32549
0.8,0.223529,0.321569
0.8,0.223529,0.317647
0.796078,0.219608,0.317647
0.803922,0.223529,0.333333
0.8,0.219608,0.329412
0.796078,0.219608,0.317647
0.792157,0.215686,0.313726
0.792157,0.211765,0.321569
0.792157,0.215686,0.313726
0.8,0.223529,0.321569
0.788235,0.211765,0.309804
0.8,0.215686,0.321569
0.788235,0.211765,0.309804
0.792157,0.215686,0.313726
0.792157,0.215686,0.313726
0.796078,0.231373,0.317647
0.796078,0.219608,0.313726
0.796078,0.215686,0.32549
0.8,0.227451,0.32549
0.792157,0.215686,0.309804
